layer,name,channelId,follower,peak_45d,avg_45d,hours_45d,viewership_45d,conv_rate_pct,efficiency,retention_pct,is_general_game,exclude_reason,peak_rank,avg_rank,vs_rank,point
C,온유 ONUU,fcb753fcb6007b1fd8a1275562a31b11,1646,121,38.4,290.6,11150.3,2.33,6.7742,31.74,virtual_only,,563,524,361,466.6
C,마나세 냐쿠,2971340b547cf76dad2876252f2204f7,735,80,38.4,230.4,8838.1,5.22,12.0246,48.0,virtual_only,,831,525,444,553.8
C,서몽 ILLUSION LIVE,7a54f99072535a6976b2a43cf5a4d26a,3560,79,38.3,220.5,8438.8,1.08,2.3704,48.48,virtual_only,,839,526,461,562.6
C,카야 KAYA777,960e31e711e3cc40c506e4ad8208620a,927,63,38.2,172.3,6580.1,4.12,7.0983,60.63,virtual_only,,1032,527,586,651.6
C,치쿠사마,8b827c26630c78a3103f7edace82e66a,911,106,37.9,283.5,10737.2,4.16,11.7862,35.75,virtual_only,,635,528,380,490.2
C,오츠 글라디우스,82502a15d0293caab3d8f90fb1713530,2534,108,37.8,154.3,5826.5,1.49,2.2993,35.0,virtual_only,,629,529,659,601.0
C,미 츠,3c2e52138d5b7fd1c1b750df807b8fc0,2942,126,37.7,179.5,6775.5,1.28,2.303,29.92,virtual_only,,545,530,562,545.8
C,feviknight 페비나이트,cfc5f779ee9d5c6c75bc3b3e821019a4,9228,168,37.7,100.2,3774.1,0.41,0.409,22.44,virtual_only,,434,531,973,688.4
C,추봉이 Chub,0f1f0c0fe364b645ba99d8498160c87f,3465,82,37.6,116.8,4387.8,1.09,1.2663,45.85,virtual_only,,808,533,853,716.0
C,백도화님,12b5a1a9d67d0a5c9f4e5bb1ed3d8d57,3299,111,37.6,151.9,5706.2,1.14,1.7297,33.87,virtual_only,,611,534,672,604.6
C,플로라 코튼,07d0b756965acfb5fee4042f7ec180d0,1663,147,37.5,205.9,7729.7,2.25,4.648,25.51,virtual_only,,475,535,498,508.2
C,뽀야치,b7274c0f22d28001a882b950d5a18404,798,92,37.4,433.5,16226.8,4.69,20.3343,40.65,virtual_only,,729,537,269,468.2
C,먀 루,e7dd05e9358afe9aa4749b68f1221776,4405,284,37.4,244.3,9139.3,0.85,2.0748,13.17,virtual_only,,312,538,429,449.2
C,아리엘 본즈,9b471d9f5b4de4eae9b06074b6214119,346,221,37.4,154.6,5779.0,10.81,16.7023,16.92,virtual_only,,369,539,665,555.4
C,토다기,7e18f0af4b6bdb8d8629a89ade81acba,7771,134,37.3,140.4,5241.9,0.48,0.6745,27.84,virtual_only,,520,540,723,609.2
C,밍쑨,69de50280ca6e99d48eff5f1d383fce6,2882,69,37.1,193.9,7197.1,1.29,2.4973,53.77,virtual_only,,949,543,532,619.8
C,우사미 미유,dac66ac2fc9b0d075ca026b136341570,4021,145,37.0,208.1,7699.0,0.92,1.9147,25.52,virtual_only,,482,544,500,514.0
C,토우 루체르나,eab61479d66b760507248cdb12c928db,2391,70,36.9,125.5,4626.7,1.54,1.935,52.71,virtual_only,,940,546,816,732.8
C,지요시,8729b4ac10b8fb5b95f489f4c243b181,3722,82,36.8,247.5,9118.6,0.99,2.4499,44.88,virtual_only,,808,547,430,552.4
C,유토링,105c19a2df33594abc805087f483eb1f,5451,337,36.8,303.0,11161.2,0.68,2.0476,10.92,virtual_only,,260,548,360,415.2
C,뉴정,76f35e115d44da8d23d4369ee606dbaf,3693,78,36.8,260.0,9561.4,1.0,2.5891,47.18,virtual_only,,852,549,421,558.4
C,전홀리,ecc04d89c41debfdcf44a127498877c7,3200,99,36.7,186.2,6841.6,1.15,2.138,37.07,virtual_only,,666,550,558,576.4
C,온유 OnU,2f15b1272b730b79a43a0bddf3b5d1dd,4368,139,36.7,187.9,6895.9,0.84,1.5787,26.4,virtual_only,,503,551,551,541.4
C,와타나베 치히로,d4fc89f1bd230269df6fd8871902c750,417,154,36.7,312.2,11443.7,8.8,27.4429,23.83,virtual_only,,464,552,347,452.4
C,아마네 메이,9a7a3c0277c0732aa6a4a81bb4be1f19,1008,81,36.5,156.4,5710.9,3.62,5.6656,45.06,virtual_only,,821,553,671,653.8
C,후쿠미,038a80933dc75a1373a45c1974972abf,3615,118,36.4,192.5,7014.6,1.01,1.9404,30.85,virtual_only,,574,554,539,552.0
C,모다해,a57df5bebba78db17189b24b54d5a2e4,1798,179,36.4,157.6,5741.7,2.02,3.1934,20.34,virtual_only,,406,555,666,569.6
C,아루네 arune,7edea32c0c19842f07c6a1e323a5b15a,1249,106,36.4,107.9,3927.7,2.91,3.1447,34.34,virtual_only,,635,556,945,727.4
C,김더미,a1c82f5477f4c1c96ef409fc115a3e19,2438,66,36.2,180.1,6513.8,1.48,2.6718,54.85,virtual_only,,986,558,589,656.0
C,임 설,1ddbc0a60a6a3289c2873ed6b43b20af,4047,106,36.1,310.1,11202.3,0.89,2.7681,34.06,virtual_only,,635,560,357,493.8
C,아탕 Ahtang,c4355058a6bae351ca229b38c0db4a2c,2126,83,36.0,143.7,5176.1,1.69,2.4347,43.37,virtual_only,,796,561,738,678.8
C,고다요,54cf8e05daaaa9577ad0f211d495dc95,2316,144,35.9,198.9,7147.4,1.55,3.0861,24.93,virtual_only,,489,563,536,537.4
C,하야시 이로,1296a4df3696511c2239cf641cfd0fd0,3130,90,35.8,169.7,6078.8,1.14,1.9421,39.78,virtual_only,,741,564,628,625.0
C,어짤,1b40bbae0ca59f99cd21cf6a1061699f,1100,135,35.8,227.9,8151.0,3.25,7.41,26.52,virtual_only,,515,565,473,518.2
C,꼴리면자러감,48a7287b7387803823c221f02558b325,4051,113,35.5,301.5,10716.1,0.88,2.6453,31.42,virtual_only,,598,567,383,499.6
C,강사라,2caa0a02ae68cd012c2a89e0191403c7,2967,83,35.5,225.1,7995.4,1.2,2.6948,42.77,virtual_only,,796,569,486,581.2
C,HERA 헤라,b14e49789bae3c00b6b4c98d60ff036d,11894,456,35.5,189.7,6726.5,0.3,0.5655,7.79,virtual_only,,196,570,568,494.4
C,나빈이양,2044b293380de23e5df1bb2b4b9407b1,861,145,35.3,154.4,5447.8,4.1,6.3273,24.34,virtual_only,,482,572,699,604.8
C,한 이오,d218cfd63f788565fccee5483e74bb1f,687,115,35.3,194.4,6857.4,5.14,9.9817,30.7,virtual_only,,584,573,556,568.4
C,라빈 라비린스,72540e0952096b201da89e667b70398b,3225,112,35.2,160.9,5660.2,1.09,1.7551,31.43,virtual_only,,603,575,674,620.2
C,딴비딴비,cb23c90f33e6fb59276a787be3e372b8,3585,511,35.2,110.6,3889.7,0.98,1.085,6.89,virtual_only,,178,576,951,646.4
C,아리랑털기,8cfb2bdebc91dabb9d54ac44714a9b48,744,669,35.1,189.3,6651.2,4.72,8.9398,5.25,virtual_only,,149,577,576,491.0
C,미먀모 MIMYAMO,fb5a19da147bddf120d1c04bfb605ec2,1022,121,35.1,355.4,12457.4,3.43,12.1892,29.01,virtual_only,,563,578,326,474.2
C,상여자루다,9525240500f8efc14d615cd7dc0e537c,2149,422,35.0,315.8,11052.5,1.63,5.1431,8.29,virtual_only,,209,579,366,419.8
C,디아 나,a80a95f91626493613a7b1093002b26d,5175,75,34.9,200.0,6986.9,0.67,1.3501,46.53,virtual_only,,881,580,542,625.0
C,오스카 Oscar,c02efcf40df6fcdc0c0a7f611a0937fb,571,63,34.9,210.1,7322.2,6.11,12.8235,55.4,virtual_only,,1032,581,524,648.4
C,사이네코 코나타 Wishing,dc5a830020254936843b8afeed98949f,4862,61,34.8,108.9,3791.1,0.72,0.7797,57.05,virtual_only,,1066,583,969,834.0
C,나을 Naeul,34dd8435552bd6739e7158f7762705b8,2945,90,34.7,152.6,5292.6,1.18,1.7971,38.56,virtual_only,,741,584,718,669.0
C,히라뀽,79fbb3f5195aad2d11f76c6b5535dc02,3242,187,34.7,312.3,10829.5,1.07,3.3404,18.56,virtual_only,,390,585,378,463.2
C,셀레스,b164ebbfdc276d3d77505d6912b5843b,1542,88,34.6,160.1,5532.1,2.24,3.5876,39.32,virtual_only,,756,587,685,660.0
C,뮤리벨렌,92bfebace004726ea337b3b911f579fe,3061,166,34.6,261.5,9035.3,1.13,2.9517,20.84,virtual_only,,438,588,436,497.2
C,베르 Beru,ebba663909ecfe3ddd8221a77551ecb7,931,74,34.4,149.8,5154.9,3.69,5.5369,46.49,virtual_only,,889,590,741,710.2
C,코 코 님,35950f5be185ea41d70dd3096fef17f2,747,110,34.4,228.1,7838.5,4.61,10.4933,31.27,virtual_only,,620,592,492,557.6
C,소히 SOHEE,288f7aafe3877bb18a4aacced0467667,6456,198,34.3,159.7,5476.1,0.53,0.8482,17.32,virtual_only,,377,593,694,590.2
C,별 연,c57ab4efaf2548f27214834daeb5c901,5199,179,34.0,274.6,9344.2,0.65,1.7973,18.99,virtual_only,,406,594,424,488.4
C,초깨비,58fbc220638009db28385db1112d22df,6203,109,34.0,190.7,6488.3,0.55,1.046,31.19,virtual_only,,627,595,594,601.0
C,린시,54bdb327ed6039db869d15b0e5eec394,3651,112,33.8,149.2,5035.9,0.93,1.3793,30.18,virtual_only,,603,597,754,661.0
C,슬히찡,8714050e915c2e7cd5d551756fd3dbb5,1770,98,33.7,409.0,13782.3,1.9,7.7866,34.39,virtual_only,,672,598,307,496.4
C,테 테,af51552244c8bdc6d3a8202303554377,1645,92,33.7,216.0,7269.6,2.05,4.4192,36.63,virtual_only,,729,599,527,596.2
C,탐랑,fc62be23517b28eb8c554370aa1eca56,3880,58,33.6,115.4,3881.4,0.87,1.0004,57.93,virtual_only,,1118,600,953,844.8
C,쏭이,0bdd2da7d5dd4c68b00fb6471ab36809,2055,119,33.5,277.0,9293.1,1.63,4.5222,28.15,virtual_only,,570,601,426,524.8
C,야시로 YASIRO,d6e680f5b17eba0b078f978dd722c0f3,3703,72,33.5,269.0,9013.8,0.9,2.4342,46.53,virtual_only,,913,603,437,598.6
C,연 구 대 상,d56bc5b907556633e6499b3e3f5a2b08,3240,82,33.5,191.1,6396.0,1.03,1.9741,40.85,virtual_only,,808,604,603,644.4
C,미나토 히토리,50f557a43a5c19517243a2271882c249,2216,114,33.4,252.2,8414.9,1.51,3.7973,29.3,virtual_only,,590,605,464,545.6
C,모몬 헤닐,da7d07e4132e4608de980f50f347ad5c,2827,267,33.3,124.2,4138.9,1.18,1.4641,12.47,virtual_only,,322,606,912,671.6
C,선아린,5891784ca4e2320cfa25668f1f247579,518,114,33.3,137.7,4586.5,6.43,8.8542,29.21,virtual_only,,590,607,825,690.8
C,냐류98,48d54fc26fecb87b2f6125a08f484322,4007,55,32.7,294.2,9630.7,0.82,2.4035,59.45,virtual_only,,1171,612,418,646.2
C,치즈냥 ZuNyang,78f1fccfc5bcf0c27b525f57675ea5d2,1970,72,32.5,223.0,7253.4,1.65,3.6819,45.14,virtual_only,,913,614,528,639.4
C,기 찬,6e976999fb675988d907b59cec1fe9fe,689,109,32.5,142.5,4630.3,4.72,6.7203,29.82,virtual_only,,627,615,815,697.4
C,망시,be242dede50d12910ae8d382f55b0ff7,911,97,32.4,162.6,5274.3,3.56,5.7896,33.4,virtual_only,,686,616,720,671.6
C,밀키 milki,6ff435514692971c23ce8923799097c9,3990,131,32.4,160.9,5214.0,0.81,1.3068,24.73,virtual_only,,528,617,724,642.0
C,호 댕,30ab42ca28a98141173ab5f65636458c,1262,56,32.3,167.6,5413.7,2.56,4.2898,57.68,virtual_only,,1152,618,701,758.0
C,권수페,a36acea87a1cf3d1132140786b1813ed,2416,60,32.3,101.6,3280.5,1.34,1.3578,53.83,virtual_only,,1085,619,1109,908.2
C,솔솔퀸,57c46759986b55890b332f0a851c6f78,1856,404,32.3,145.6,4700.8,1.74,2.5328,8.0,false,,219,620,805,613.8
C,멜삐,425366ceabbd175f051db2e87c3db139,2027,87,32.2,318.6,10257.7,1.59,5.0605,37.01,virtual_only,,765,621,395,559.4
C,오렌 Oren,f199ce331a0e2869f1257ae70ea9241f,780,181,32.1,133.4,4281.9,4.12,5.4896,17.73,virtual_only,,401,622,891,685.4
C,루 랑,2b643e1b0cb736763965e0830179a297,2211,108,32.1,137.4,4409.2,1.45,1.9942,29.72,virtual_only,,629,623,850,715.0
C,미나ㅣMeeNa,b03f799de762c83b0d96ca392136ac24,937,113,32.1,334.5,10731.7,3.43,11.4533,28.41,virtual_only,,598,624,381,521.6
C,후추,2d4aa2f79b0a397d032c479ef1b37a67,38767,187,32.1,272.0,8718.5,0.08,0.2249,17.17,virtual_only,,390,625,449,507.6
C,김 달래,ab756bd312f988fa13e2d5c8744c91b0,1619,64,31.9,191.6,6121.3,1.97,3.7809,49.84,virtual_only,,1021,627,622,703.8
C,겜나나,d4a790246202e97cfd90a193e17ebcb1,6913,91,31.9,293.3,9344.1,0.46,1.3517,35.05,virtual_only,,738,628,425,568.8
C,쏘야지,096a2050c7a15d9899b67ac9a77b883b,1608,305,31.8,466.9,14863.1,1.98,9.2432,10.43,virtual_only,,298,629,291,427.6
C,김뀰빵,c29e893346300b5e778320c11820ab42,2275,86,31.8,194.6,6194.7,1.4,2.7229,36.98,virtual_only,,770,630,614,651.6
C,베 뉴,9a3ed215c3ac19a3f75159a674485921,1569,119,31.8,143.4,4564.0,2.03,2.9089,26.72,false,,570,631,830,698.4
C,유히설,08be8a24e3faa50e86a4c7928df8a2f0,1722,100,31.8,238.6,7586.2,1.85,4.4055,31.8,virtual_only,,659,632,508,587.8
C,다정현,270b1c629013679b7341b0e764c0fc0a,2733,114,31.7,227.0,7199.7,1.16,2.6344,27.81,virtual_only,,590,633,531,583.6
C,하예솜,4695513000a3ec512bd0fed52fdc6e93,1864,64,31.7,283.1,8968.9,1.7,4.8116,49.53,false,,1021,634,439,633.4
C,나다n가막,cde9b4c389b36d38c8b2693a95de7385,1103,74,31.6,175.4,5545.5,2.86,5.0277,42.7,virtual_only,,889,635,683,705.0
C,슨아,3fefbab86746791039760a3ce516f1da,4676,91,31.5,146.9,4625.4,0.67,0.9892,34.62,virtual_only,,738,637,818,729.6
C,치카게 사쿠야,19e50acc081bbbe156c836dde6becb65,3899,353,31.5,179.6,5653.4,0.81,1.45,8.92,virtual_only,,252,638,675,575.6
C,그나로,f4c2ff0be58895c211652674f2f19ffa,2211,84,31.3,139.9,4376.3,1.42,1.9793,37.26,virtual_only,,787,639,858,756.2
C,김오니,5117020045d403eed8f15c965223c491,5757,89,31.2,216.0,6732.9,0.54,1.1695,35.06,virtual_only,,749,640,567,632.6
C,루태,4a1eb484a0e13d256944e9fe5d8b4f67,20323,156,31.1,238.1,7415.9,0.15,0.3649,19.94,virtual_only,,457,642,522,557.0
C,리연 L,e1d7c110f8d2dd8e8752c97c9d9dc63b,4980,482,31.1,726.9,22628.4,0.62,4.5439,6.45,virtual_only,,187,643,201,375.0
C,어츄,568c1f0a86448b075ac7ff597c407b88,1551,98,31.1,191.6,5963.3,2.01,3.8448,31.73,virtual_only,,672,644,641,648.4
C,르케Leuke,319363f7de8e9533e9424c222561604c,647,51,31.1,306.0,9521.1,4.81,14.7158,60.98,virtual_only,,1254,645,423,678.0
C,청둥찌덕,f53081b9a3ceaea1742f413a83258b38,1967,81,31.1,148.5,4613.0,1.58,2.3452,38.4,virtual_only,,821,647,820,751.0
C,깨미는뚠뚠,b60167c1c2fe92479705996f385e7e2a,1085,86,31.0,176.8,5485.9,2.86,5.0561,36.05,virtual_only,,770,648,691,689.6
C,준버드,74b996fd959c56cc5421d887b6d772ae,7490,55,31.0,141.7,4389.9,0.41,0.5861,56.36,virtual_only,,1171,649,852,834.6
C,제철게,82d0d7494afb41193fc469e57e0df5df,1435,169,31.0,195.6,6058.6,2.16,4.222,18.34,false,,432,650,631,598.8
C,쿠챠밍,348542b853d10d1c6a4a5163a9977b52,995,566,31.0,233.7,7236.7,3.12,7.2731,5.48,false,,166,651,529,505.2
C,마카 MACA,f88e567b0914272ce7afcb427cff322b,1439,88,31.0,135.9,4208.0,2.15,2.9243,35.23,virtual_only,,756,652,899,771.6
C,한도이 Doi,de8e83d0c236c3f4d47db5c6714428d6,1263,142,31.0,249.2,7714.0,2.45,6.1077,21.83,virtual_only,,494,653,499,559.6
C,썸머에요,2b8f1ada8541a956154c6e0b313916c6,1569,188,30.9,189.8,5869.6,1.97,3.741,16.44,virtual_only,,388,654,653,600.4
C,은왕,075118b6fd7f16a5703e85e86102fd68,2430,78,30.9,177.1,5473.1,1.27,2.2523,39.62,virtual_only,,852,656,696,711.2
C,뜌 미,016e9a8b19018ef5c83246a0343fe32e,2155,96,30.9,106.8,3299.2,1.43,1.531,32.19,virtual_only,,694,657,1104,843.2
C,숨끼,593ade4b57e4999a9051496db7d0f9ff,1856,89,30.7,282.6,8686.3,1.65,4.6801,34.49,virtual_only,,749,660,454,595.4
C,싱압둘,14a414f8fee245c88ebc02de2ec2d2bf,2987,73,30.7,224.4,6892.7,1.03,2.3076,42.05,virtual_only,,901,661,552,665.4
C,폰루루 ㅣ PON RuRu,051a3090c9566bdfd6af01cb1f463c16,3043,71,30.7,123.9,3799.3,1.01,1.2485,43.24,virtual_only,,931,662,967,837.8
C,당근카렌,8e21a4713ba6372e6c5a98c3f7160824,11292,470,30.6,225.5,6900.0,0.27,0.6111,6.51,virtual_only,,191,663,548,522.6
C,라코유달,31a0a1894d38f12111186e43c5f5fde8,8067,65,30.5,179.5,5473.6,0.38,0.6785,46.92,virtual_only,,1001,664,695,743.8
C,재울게,920708a571b8b9d89e5956963662c08e,1819,67,30.4,200.4,6094.7,1.67,3.3506,45.37,virtual_only,,967,667,626,710.6
C,덴 카시우스,518166cdeb0ac9bb7119a381be5df7f4,2256,77,30.4,259.9,7896.7,1.35,3.5003,39.48,virtual_only,,864,668,488,635.2
C,재온 JAEON,5edfc4deea955ae0bf15b7ab4401c398,719,81,30.4,230.3,6996.1,4.23,9.7303,37.53,virtual_only,,821,669,540,647.8
C,율무율무,7f6f495a3fb26181bf4b00316a607871,1818,138,30.4,146.8,4456.3,1.67,2.4512,22.03,virtual_only,,507,670,844,707.0
C,우주 주,fa308a4adcf9d95dc35ede522a8a9aad,517,53,30.2,176.5,5328.5,5.84,10.3066,56.98,false,,1211,671,717,797.4
C,빛나람 starnaram,40aaacd9eed9de2c511f23070f70c9d1,13148,78,30.1,210.3,6339.7,0.23,0.4822,38.59,virtual_only,,852,672,608,682.4
C,권화련,d463ef5f5803dc8bf47036bcf8099e62,3435,59,30.1,307.4,9266.5,0.88,2.6977,51.02,virtual_only,,1100,673,427,660.0
C,배토Baeto,65e49b4f2591867014403f2599f0b493,3032,78,30.1,159.2,4786.4,0.99,1.5786,38.59,virtual_only,,852,675,788,755.6
C,카코이 유이,a29716533a107b033caf5f16c8d032cc,7423,184,30.1,154.6,4646.4,0.41,0.6259,16.36,virtual_only,,395,676,812,674.2
C,귀털,3e058dcfbb022dfdaa1a9b7d9eefe45a,1220,60,30.0,200.3,6018.4,2.46,4.9331,50.0,true,,1085,677,635,741.8
C,디아푸,50bc69419921ed333fee0a0c854076e5,442,103,30.0,127.0,3812.2,6.79,8.6249,29.13,virtual_only,,646,678,965,786.4
C,예 잉,17b2791ab1d2e0cd8726870d9931243a,1829,73,30.0,177.7,5333.1,1.64,2.9159,41.1,virtual_only,,901,679,716,738.2
B,송쿤,bbd2d3a7abc36bc1d71fab75c35fa0e7,1170,163,22.0,245.5,5395.8,1.88,4.6118,13.5,virtual_only,,441,941,704,746.2
B,아춘향,2f6c390e61a3bd09cafde6e75ac784e1,1304,64,21.9,273.9,6000.6,1.68,4.6017,34.22,false,,1021,943,637,836.2
B,스타으앙코,2d27c050d8db708af8b54c9d128d2278,2199,50,21.9,215.5,4711.6,1.0,2.1426,43.8,false,,1282,946,800,954.8
B,고으리,e1c29ad471fff4e804345cb21181efd0,1056,151,21.8,222.4,4857.3,2.06,4.5997,14.44,false,,470,947,776,783.2
B,롤랜드고릴라김수향,cbfa98548ac10dc499d489fe50f61dc3,1148,46,21.7,240.6,5211.4,1.89,4.5395,47.17,true,,1395,954,726,951.0
B,흑지로,61acacd56ff16f2b5cd09aa8b9d5002d,2200,84,21.6,225.8,4885.9,0.98,2.2209,25.71,false,,787,957,769,847.8
B,카논제이,0620b50934f58b684d7aa06a813ccb48,4053,103,21.6,244.6,5284.1,0.53,1.3038,20.97,virtual_only,,646,960,719,800.8
B,별린,9e9495c138266c1ecc16616ec3c31a2c,1154,50,21.4,201.1,4306.6,1.85,3.7319,42.8,virtual_only,,1282,965,883,995.6
B,젠야타 Zenyatta,4d92ba6a52eaf1c90f83e89ebc873228,753,81,21.3,273.1,5824.9,2.83,7.7356,26.3,false,,821,967,660,815.0
B,휘운,5d7f8a961cecff7b7e071f71eaa93593,857,55,21.2,277.3,5881.5,2.47,6.8629,38.55,virtual_only,,1171,969,650,881.8
B,쑤니12,e3b1c8a6af2882052ceda4b225a422c0,1401,41,21.2,184.1,3894.6,1.51,2.7799,51.71,virtual_only,,1555,973,950,1080.2
B,펭구리월드,3d24cb2450ec17e17f79e964d32a23e3,636,45,21.1,186.4,3937.1,3.32,6.1904,46.89,true,,1423,976,942,1051.8
B,붠버니,1d2d2fb344a7b181d610650072ab7c3e,906,65,21.1,197.3,4153.2,2.33,4.5841,32.46,false,,1001,980,910,956.2
B,유토 STAVE,fc0357a91c252bb64fb3b3c8b0f95729,1168,47,21.0,201.8,4242.8,1.8,3.6325,44.68,virtual_only,,1372,981,895,1024.8
B,흐융,4ae9592363b5817433142a807b172bb6,588,55,20.7,253.1,5243.0,3.52,8.9167,37.64,virtual_only,,1171,993,722,920.2
B,현찌당,5dd33d192799b2292333c77eadca08ea,1662,239,20.7,248.4,5133.7,1.25,3.0889,8.66,virtual_only,,351,997,745,767.0
B,잠만영,552b6fe655627fc014fccf800175791c,432,45,20.6,200.2,4118.6,4.77,9.5338,45.78,virtual_only,,1423,1002,916,1051.8
B,물랑임,c45f38431306650d33361c601badd441,480,51,20.6,270.5,5560.0,4.29,11.5833,40.39,false,,1254,1004,680,924.4
B,달은월,d8f9cfab91b27abb7b3f7f2c1a186e29,2057,63,20.5,194.6,3987.4,1.0,1.9385,32.54,true,,1032,1009,934,983.6
B,선 행,627069f4be70477d068791adf73d8f69,759,53,20.4,243.9,4966.9,2.69,6.544,38.49,virtual_only,,1211,1013,761,951.8
B,양거북,eb509a24d92170db1ba9bafb58696be0,585,48,20.4,233.4,4751.7,3.49,8.1226,42.5,virtual_only,,1337,1014,792,989.8
B,나들희,ae62ca36d3ef9891f4c1e34c6e8b3ba9,1929,58,20.3,255.2,5184.9,1.05,2.6879,35.0,false,,1118,1018,733,924.0
B,샤 나,f0be4ff62bf741a843ca6de9bb269504,4967,51,20.1,202.1,4071.2,0.4,0.8196,39.41,virtual_only,,1254,1025,922,1029.6
B,후냐냐냥,a0c6cc73a1ad694f70deb952fa915321,1230,44,20.1,217.0,4369.8,1.63,3.5527,45.68,virtual_only,,1454,1026,867,1048.0
B,화실 Hwashil,c0178e31be471fbbf2b7282a8c0d7f0c,751,42,20.0,215.2,4303.2,2.66,5.73,47.62,virtual_only,,1511,1034,885,1069.8
B,아롱 ouo,83200deed0451059a56775faf689c27e,251,43,20.0,209.3,4183.7,7.97,16.6681,46.51,virtual_only,,1484,1035,906,1073.2
B,백호범이,41a1ae4d44647340bd2be35d5ee434d2,739,48,19.8,197.1,3908.2,2.68,5.2885,41.25,virtual_only,,1337,1042,947,1063.0
B,츄대장,24f1392c90a660b819995d9b97492958,1055,175,19.8,203.5,4034.4,1.88,3.8241,11.31,false,,415,1043,926,870.6
B,김초나,d583388dc780e7867d0e8d712cea5e8b,1011,72,19.8,243.6,4814.2,1.96,4.7618,27.5,false,,913,1044,785,914.2
B,양 치기,41bb3c0d8601b085337900ef18f4f695,1294,227,19.8,224.6,4436.8,1.53,3.4287,8.72,virtual_only,,364,1045,847,829.6
B,이프이프 ifif,4152d4882dee686b05288769bbdb6769,357,42,19.6,210.2,4123.9,5.49,11.5515,46.67,virtual_only,,1511,1051,914,1088.2
B,페피노,8bca5c02ddc6c5a8ae9d0867a9ed8c50,882,98,19.6,221.4,4329.0,2.22,4.9082,20.0,false,,672,1056,876,907.2
B,체리아씨,95e771a3e1538cbf48fa34fb4beb203d,3471,46,19.5,207.0,4040.1,0.56,1.164,42.39,virtual_only,,1395,1060,925,1073.0
B,순결한 젤리쨩,ce932a15aba8c9704355eb3422702ab9,1637,41,19.4,221.1,4292.1,1.19,2.6219,47.32,false,,1555,1069,889,1094.2
B,아 송,52a6444eb010054c147b8f8ca37fec64,617,56,19.3,217.7,4203.1,3.13,6.8122,34.46,virtual_only,,1152,1073,900,1019.6
B,옆집사는헤이헤이,ad56369d215c12693a57f2e258452076,541,50,19.3,240.3,4626.5,3.57,8.5518,38.6,virtual_only,,1282,1076,817,1013.6
B,햄루나,6e0cf11c9837f580d79f1c247d0166c9,825,86,18.9,244.0,4617.7,2.29,5.5972,21.98,false,,770,1089,819,917.2
B,단앙쥐,5a5956351a81b8f52fdc1bb3fa9aaf5d,1200,35,18.9,255.5,4828.9,1.57,4.0241,54.0,false,,1823,1094,783,1115.4
B,서 안,3fa2a9006e38ec012535bf50efb217b0,452,45,18.7,205.8,3851.3,4.14,8.5206,41.56,virtual_only,,1423,1107,957,1110.2
B,오댜댜,11ac97ff4ba6f995d8cc8e9eaa3fe413,3210,36,18.7,185.8,3468.3,0.58,1.0805,51.94,virtual_only,,1773,1111,1050,1219.0
B,휴아,0705cccb17685517b84c631b070d6bee,2144,66,18.7,246.1,4590.4,0.87,2.141,28.33,virtual_only,,986,1113,823,971.6
B,쉐 린,a0ace7a38f3f4e7a4fe85ea2c1c5a8dc,629,66,18.5,202.0,3741.5,2.94,5.9483,28.03,virtual_only,,986,1126,988,1042.8
B,슬 둥,6f18fa745371797c2c74351d863ae6f7,1647,41,18.5,261.2,4830.4,1.12,2.9328,45.12,virtual_only,,1555,1128,782,1075.0
B,서사유,36456402c5de56290706cab427698f85,526,46,18.5,203.5,3757.3,3.52,7.1432,40.22,virtual_only,,1395,1130,982,1123.8
B,유니코 YUNICO,c96c49c253eb4122842679c2a3b9ebc6,1523,86,18.5,185.0,3414.6,1.21,2.242,21.51,virtual_only,,770,1131,1075,1036.4
B,참똥,21e59fe5c4cdc0211dda82c2b11d0553,377,37,18.5,263.3,4859.5,4.91,12.8899,50.0,virtual_only,,1713,1132,775,1105.4
B,뀨 미 호,efdab1b9a95b483eb66472bf79603006,921,63,18.4,213.5,3927.8,2.0,4.2647,29.21,virtual_only,,1032,1134,944,1037.6
B,쑥쑥바질,3d74925cb9c9b0db1fd213da16db6289,957,42,18.4,203.8,3743.6,1.92,3.9118,43.81,virtual_only,,1511,1137,986,1151.4
B,서여은,d288cb4e5f9bc93986b7afdb00aae46c,2481,45,18.3,216.1,3963.8,0.74,1.5977,40.67,virtual_only,,1423,1139,937,1115.0
B,라블베리,beae152e925e1b47c9934721733d9b1e,790,34,18.3,210.0,3844.2,2.32,4.8661,53.82,false,,1866,1144,958,1214.0
B,두부조앙,50f649cf08f289626bc40c6deb72a58a,4270,70,18.3,253.8,4640.3,0.43,1.0867,26.14,virtual_only,,940,1147,813,972.0
B,장유이,37f098f35c0327d1873f84a489356e03,1688,37,18.3,181.5,3316.4,1.08,1.9647,49.46,virtual_only,,1713,1149,1096,1240.6
B,로미미,fefedccfe6a4803803a1f1c71ffdbc65,1093,72,18.2,223.0,4060.2,1.67,3.7147,25.28,virtual_only,,913,1152,923,1012.6
B,담백컨,bc56405400dbae2b1c9072f122c00d1a,1124,63,18.1,227.0,4110.4,1.61,3.6569,28.73,virtual_only,,1032,1154,918,1035.2
B,구비바,269edc95873a1ec9fc534851c0783d1f,728,67,18.0,229.2,4120.2,2.47,5.6596,26.87,virtual_only,,967,1159,915,1023.0
