channel_name,channelId,channel_url,platform,follower,categories,is_general_game,is_virtual,peak_max,peak_p95,peak_median,peak_recent_median,avg_median,avg_recent_median,stream_hours,ts_weeks,band,final_include,cohort_role,is_overlap
루엘Ruel,6b175d027e0defdaec455de585842604,https://chzzk.naver.com/live/6b175d027e0defdaec455de585842604,chzzk,330.0,로스트아크;서브노티카 2;데드 애즈 디스코,False,True,12.0,22.0,11.0,13.0,7.0,7.0,192.4,137.0,True,True,peer_T2,False
로직백수,f9f79decdfd481801d58f21e76ffd9b3,https://chzzk.naver.com/live/f9f79decdfd481801d58f21e76ffd9b3,chzzk,934.0,talk;리그 오브 레전드;메이플스토리,False,True,32.0,57.0,20.5,13.0,10.0,8.0,83.5,120.0,True,True,peer_T2,False
기랑,45576f93954effd76e8e5d7d032bd51e,https://chzzk.naver.com/live/45576f93954effd76e8e5d7d032bd51e,chzzk,649.0,리그 오브 레전드;talk;음악/노래,False,True,30.0,43.0,17.0,13.0,9.0,8.0,81.1,133.0,True,True,peer_T2,False
석진서,1abdd12d26d0bdd140274d854165133d,https://chzzk.naver.com/live/1abdd12d26d0bdd140274d854165133d,chzzk,695.0,종합 게임;talk;PUBG: 배틀그라운드,False,True,20.0,32.0,15.0,12.0,7.0,7.0,772.7,136.0,True,True,peer_T2,True
연미콩,5aaebd33ed301dbcaa09ebcb515a59cb,https://chzzk.naver.com/live/5aaebd33ed301dbcaa09ebcb515a59cb,chzzk,414.0,FC온라인;명조:워더링 웨이브;이환,False,True,42.0,27.0,16.0,12.0,7.0,7.0,633.0,146.0,True,True,peer_T2,True
춤보,4d92ba6a52eaf1c90f83e89ebc873228,https://chzzk.naver.com/live/4d92ba6a52eaf1c90f83e89ebc873228,chzzk,734.0,카오스 제로 나이트메어;랑그릿사;명조:워더링 웨이브,False,True,26.0,76.0,40.0,12.0,9.0,8.0,478.7,141.0,True,True,peer_T2,False
RingoBiA,f60d90f276f23f4da2ae58d86efd7ec3,https://chzzk.naver.com/live/f60d90f276f23f4da2ae58d86efd7ec3,chzzk,787.0,패스 오브 엑자일 2;더 롱 다크;이스케이프 프롬 타르코프,False,True,19.0,16.0,11.0,12.0,7.0,7.0,183.3,123.0,True,True,peer_T2,False
바베,d61bbf21d161b6436f8993038cc1a989,https://chzzk.naver.com/live/d61bbf21d161b6436f8993038cc1a989,chzzk,384.0,로스트 저지먼트: 심판받지 않은 기억;진・삼국무쌍: ORIGINS;007 퍼스트 라이트,False,True,49.0,28.0,17.0,12.0,9.0,7.0,149.0,138.0,True,True,peer_T2,True
새옴,ad81381b1e957d4caba0a94246196321,https://chzzk.naver.com/live/ad81381b1e957d4caba0a94246196321,chzzk,1177.0,talk;로스트아크;PUBG: 배틀그라운드,False,True,25.0,28.0,12.0,12.0,7.0,6.0,125.0,106.0,True,True,peer_T2,False
이하람,6a15de04cb25a8d6d59f43c596fb7037,https://chzzk.naver.com/live/6a15de04cb25a8d6d59f43c596fb7037,chzzk,835.0,패스 오브 엑자일 2;talk;서브노티카 2,False,True,13.0,24.0,12.0,12.0,7.0,6.0,150.5,141.0,True,True,peer_T2,False
장트러블,d676df6bcb09c553c26a2e2b92542fd6,https://chzzk.naver.com/live/d676df6bcb09c553c26a2e2b92542fd6,chzzk,6700.0,이환;아주르 프로밀리아;명조:워더링 웨이브,False,True,48.0,279.0,88.0,126.0,52.0,78.0,56.2,136.0,False,False,peer_T2,True
수 바니,8da2cbae1c627fab3477abfdc9e119bc,https://chzzk.naver.com/live/8da2cbae1c627fab3477abfdc9e119bc,chzzk,4279.0,아이온2;명조:워더링 웨이브;이환,False,True,48.0,225.0,120.0,116.0,53.0,65.0,40.2,145.0,False,False,peer_T2,True
뒷 북,19f9ece522b9155b4e577d7b9b46103a,https://chzzk.naver.com/live/19f9ece522b9155b4e577d7b9b46103a,chzzk,2388.0,이터널 리턴;talk;성세천하: 여제의 탄생 Ⅱ,False,True,45.0,181.0,46.0,64.0,25.0,42.0,131.4,139.0,False,False,peer_T2,False
백아이,e62b2771a14fb902fba8b3b324d59e45,https://chzzk.naver.com/live/e62b2771a14fb902fba8b3b324d59e45,chzzk,3066.0,음악/노래;talk,False,True,45.0,193.0,74.0,63.0,26.0,25.0,67.9,36.0,False,False,peer_T2,False
맹 묘,313b45f8f5893f4b1b7b4000fa2da90b,https://chzzk.naver.com/live/313b45f8f5893f4b1b7b4000fa2da90b,chzzk,2133.0,음악/노래;돈 스타브 투게더;이터널 리턴,False,True,35.0,130.0,77.0,61.0,32.0,44.0,43.3,142.0,False,False,peer_T2,True
다루쥐,a0b5a7e5e5b2536f1a2e210b900d7b2a,https://chzzk.naver.com/live/a0b5a7e5e5b2536f1a2e210b900d7b2a,chzzk,3386.0,PUBG: 배틀그라운드;talk;서브노티카 2,False,True,47.0,86.0,49.0,56.0,29.0,37.0,32.4,141.0,False,False,peer_T2,False
동네개순대,474b909039b3944632e35acdfb217d3a,https://chzzk.naver.com/live/474b909039b3944632e35acdfb217d3a,chzzk,1181.0,이터널 리턴;P의 거짓;talk,False,True,45.0,82.0,49.0,52.0,32.0,34.0,26.1,115.0,False,False,peer_T2,True
안녕 Annyeong,79d0b29819d33db4b3309584b789c4d6,https://chzzk.naver.com/live/79d0b29819d33db4b3309584b789c4d6,chzzk,1157.0,몬스터 헌터 와일즈;검은 신화: 오공;talk,False,True,29.0,113.0,71.0,51.0,30.0,32.0,83.1,139.0,False,False,peer_T2,False
너나비,8f1942d6145656362a585633bc646e53,https://chzzk.naver.com/live/8f1942d6145656362a585633bc646e53,chzzk,2687.0,talk;슬레이 더 스파이어 2;서브노티카,False,True,47.0,81.0,40.0,51.0,30.0,37.0,30.4,148.0,True,False,peer_T2,False
엄지큰애,bef4ad50f587b53403bf5235d9aa7fcc,https://chzzk.naver.com/live/bef4ad50f587b53403bf5235d9aa7fcc,chzzk,1888.0,talk;음악/노래;던전 클롤러,False,True,49.0,63.0,48.0,50.0,39.0,40.0,67.7,131.0,False,False,peer_T2,False
꾹낑,0064f3b8baad3fe5766c1bb0b30a5088,https://chzzk.naver.com/live/0064f3b8baad3fe5766c1bb0b30a5088,chzzk,2059.0,사이퍼즈;talk;메이플스토리 월드,False,True,26.0,83.0,31.0,49.0,19.0,21.0,74.7,97.0,True,False,peer_T2,True
오세오,05fe6d7cecce71ac727f6b7124b05e29,https://chzzk.naver.com/live/05fe6d7cecce71ac727f6b7124b05e29,chzzk,3438.0,talk;마인크래프트;마법소녀의 마녀재판,False,True,49.0,71.0,48.0,48.0,39.0,43.0,29.2,135.0,False,False,peer_T2,False
윤리즈,65d845f717e3c3abb93de6158c613f0d,https://chzzk.naver.com/live/65d845f717e3c3abb93de6158c613f0d,chzzk,1240.0,패스 오브 엑자일 2;디아블로 4: 증오의 군주;talk,False,True,39.0,48.0,25.0,47.0,18.0,32.0,786.1,139.0,True,False,peer_T2,True
이나냐 INANYA,39fa62e81c7d74d9d18610fa6e3d5bdb,https://chzzk.naver.com/live/39fa62e81c7d74d9d18610fa6e3d5bdb,chzzk,645.0,체스 닷컴;talk;사이버펑크 2077,False,True,20.0,25.0,11.0,11.0,6.0,6.0,300.8,138.0,True,False,peer_T2,False
박나나TV,13b74dfd3093e1db4d5af574e2ded812,https://chzzk.naver.com/live/13b74dfd3093e1db4d5af574e2ded812,chzzk,593.0,메이플스토리 월드;림버스 컴퍼니;오버워치,False,True,23.0,53.0,20.5,11.0,10.0,7.0,335.8,116.0,True,False,peer_T2,True
히힛뚜,5671df52391b77b6bfd6e904e0693ec7,https://chzzk.naver.com/live/5671df52391b77b6bfd6e904e0693ec7,chzzk,413.0,talk;명조:워더링 웨이브;007 퍼스트 라이트,False,True,16.0,33.0,14.0,11.0,6.0,6.0,122.7,89.0,True,False,peer_T2,False
까복치,20d19963026340fda85111db5fa7fb99,https://chzzk.naver.com/live/20d19963026340fda85111db5fa7fb99,chzzk,636.0,세븐 데이즈 투 다이;마인크래프트;talk,False,True,16.0,21.0,14.0,11.0,7.0,6.0,89.4,141.0,True,False,peer_T2,True
그믐Gmeum,c01198bfc9daccba47ed8aa489f8028e,https://chzzk.naver.com/live/c01198bfc9daccba47ed8aa489f8028e,chzzk,1071.0,이터널 리턴;제5인격;초자연 작전팀,False,True,42.0,35.0,15.0,9.0,8.0,5.0,136.8,132.0,True,False,peer_T2,True
맬랑떡,2c0d12b9bf630b9ef1e018247a6cea98,https://chzzk.naver.com/live/2c0d12b9bf630b9ef1e018247a6cea98,chzzk,733.0,talk;성세천하: 여제의 탄생 Ⅱ;종합 게임,False,True,16.0,17.0,13.0,9.0,6.0,6.0,165.5,110.0,True,False,peer_T2,False
쫄 리,311c2a9ef8537f267eea9963c81d7532,https://chzzk.naver.com/live/311c2a9ef8537f267eea9963c81d7532,chzzk,256.0,랑그릿사;카오스 제로 나이트메어;파이어 엠블렘 풍화설월,False,True,20.0,64.0,15.0,9.0,5.0,4.0,147.2,143.0,True,False,peer_T2,False
도둑꾼,50ba1b9bd1f23f988a258bfa4e306228,https://chzzk.naver.com/live/50ba1b9bd1f23f988a258bfa4e306228,chzzk,178.0,테트리스;림버스 컴퍼니;종합 게임,False,True,15.0,15.0,10.0,8.0,6.0,5.0,307.7,121.0,True,False,peer_T2,True
요나,c61969606c0a253f4bd4580d0082b788,https://chzzk.naver.com/live/c61969606c0a253f4bd4580d0082b788,chzzk,402.0,종합 게임;talk;미제사건은 끝내야 하니까,False,True,29.0,23.0,11.0,8.0,5.0,5.0,140.5,115.0,True,False,peer_T2,True
한동숙,75cbf189b3bb8f9f687d2aca0d0a382b,https://chzzk.naver.com/live/75cbf189b3bb8f9f687d2aca0d0a382b,chzzk,404909.0,"메이플스토리 월드,2026 FIFA 북중미 월드컵,팀파이트 매니저 2",True,False,363759.0,39759.5,21659.0,16838.0,11268.0,10071.0,6249.9,131.0,50k+,True,ref_upper,False
괴물쥐,c7ded8ea6b0605d3c78e18650d2df83b,https://chzzk.naver.com/live/c7ded8ea6b0605d3c78e18650d2df83b,chzzk,350384.0,"리그 오브 레전드,메이플스토리 월드,아크 레이더스",True,False,22422.0,19734.0,9192.0,7163.0,5413.0,4990.5,5176.6,132.0,50k+,True,ref_upper,False
탬탬버린,a7e175625fdea5a7d98428302b7aa57f,https://chzzk.naver.com/live/a7e175625fdea5a7d98428302b7aa57f,chzzk,316141.0,"리그 오브 레전드,talk,마인크래프트",False,True,29490.0,17069.6,9245.0,11092.5,6304.0,6972.5,1021.6,139.0,50k+,True,ref_upper,False
아야츠노 유니,45e71a76e949e16a34764deb962f9d9f,https://chzzk.naver.com/live/45e71a76e949e16a34764deb962f9d9f,chzzk,291026.0,"talk,엘든 링 황금 나무의 그림자,엘든 링",True,True,21029.0,13453.8,5856.0,6459.0,4216.5,4261.0,824.1,114.0,50k+,True,ref_upper,False
강지,b5ed5db484d04faf4d150aedd362f34b,https://chzzk.naver.com/live/b5ed5db484d04faf4d150aedd362f34b,chzzk,277565.0,"talk,발로란트,팅커랜드: 어 쉽렉트 어드벤처",False,True,18930.0,10474.0,4880.0,3133.5,2488.0,2310.5,3941.1,125.0,50k+,True,ref_upper,False
아라하시 타비,a6c4ddb09cdb160478996007bff35296,https://chzzk.naver.com/live/a6c4ddb09cdb160478996007bff35296,chzzk,244269.0,"talk,스타크래프트 : 리마스터,마인크래프트",True,True,21633.0,11497.7,5830.5,6188.5,4450.0,4255.5,966.7,138.0,50k+,True,ref_upper,False
아카네 리제,4325b1d5bbc321fad3042306646e2e50,https://chzzk.naver.com/live/4325b1d5bbc321fad3042306646e2e50,chzzk,244215.0,"talk,오버워치,마인크래프트",False,True,12792.0,7050.7,3751.0,3474.0,2977.0,2914.5,556.7,130.0,50k+,True,ref_upper,False
텐코 시부키,64d76089fba26b180d9c9e48a32600d9,https://chzzk.naver.com/live/64d76089fba26b180d9c9e48a32600d9,chzzk,232010.0,"talk,마인크래프트,P의 거짓",False,True,34645.0,22783.0,9651.0,8568.5,6107.5,6022.5,3829.1,134.0,50k+,True,ref_upper,False
시라유키 히나,b044e3a3b9259246bc92e863e7d3f3b8,https://chzzk.naver.com/live/b044e3a3b9259246bc92e863e7d3f3b8,chzzk,229594.0,"명조:워더링 웨이브,talk,마인크래프트",False,True,47218.0,22782.6,7160.0,6160.5,4107.5,4232.0,3826.6,134.0,50k+,True,ref_upper,False
