channel_name,platform,channelId,channel_url,cohort_type,primary_category,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,is_general_game,gg_reason,is_virtual,virtual_basis,total_stream_hours,peak_viewers,avg_viewers,viewership,follower_count,peak_max,peak_p95,peak_median,peak_recent_median,peak_recent_p95,avg_median,avg_recent_median,ts_weeks_total,ts_weeks_active,ts_weeks_recent_active,within_band_by_max,within_band_by_p95,within_band_by_median,within_band_by_recent_median,within_band_by_recent_p95,peak_to_followers,avg_to_followers,viewership_per_hour,peak_avg_ratio,max_weekly_airtime,is_inactive,is_too_new,nobangjong_flag,long_stream_flag,exclude_reason,band,collected_at,final_include,final_cohort_group,peak_basis,gubiba_reference_peak,peak_ratio_to_gubiba,within_band
세코코,naverchzzk,9311d9a91a37a53d1244fccde5c2b3a3,https://chzzk.naver.com/live/9311d9a91a37a53d1244fccde5c2b3a3,main_general_game,종합 게임,종합 게임,59.2,talk,39.3,이터널 리턴,1.5,true,gg_primary,unknown,not_collected,668.0,12,3.0,2215.0,190,21,11.8,7.5,8,11.2,4.0,4,126,126,13,False,False,False,False,False,0.0632,0.0158,3.32,4.0,31,False,False,False,False,,10-15,2026-06-14T18:07:19.868Z,False,robustness_only,recent_median,23,0.348,False
플환,naverchzzk,a2bed589acb5ae3d24f0afd3e989d17e,https://chzzk.naver.com/live/a2bed589acb5ae3d24f0afd3e989d17e,main_general_game,종합 게임,종합 게임,73.9,오버워치,23.4,2026 FIFA 북중미 월드컵,1.7,true,gg_primary,unknown,not_collected,556.6,16,3.0,2203.0,178,16,12.0,6.0,8,13.6,3.0,3,100,100,13,False,False,False,False,False,0.0899,0.0169,3.96,5.33,13,False,False,False,False,,16-20,2026-06-14T18:07:27.509Z,False,robustness_only,recent_median,23,0.348,False
코모리,naverchzzk,7aeb0136d1c23bb1ffebb9a8abdf6251,https://chzzk.naver.com/live/7aeb0136d1c23bb1ffebb9a8abdf6251,main_general_game,마인크래프트,마인크래프트,36.1,스타크래프트 II : 공허의 유산,17.6,배틀필드 6,9.8,true,multi_game,unknown,not_collected,522.0,13,3.0,2036.0,156,10,9.0,6,8,9.4,3,4,143,143,13,False,False,False,False,False,0.0833,0.0192,3.9,4.33,14,False,False,False,False,,10-15,2026-06-14T18:09:05.844Z,False,robustness_only,recent_median,23,0.348,False
라낭,naverchzzk,48be5e3e8394324a24f219bbef62a4b2,https://chzzk.naver.com/live/48be5e3e8394324a24f219bbef62a4b2,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,364.6,18,5.0,1950.0,82,18,12.7,8.0,8,12.8,5.0,4,88,88,13,False,False,False,False,False,0.2195,0.061,5.35,3.6,18,False,False,False,False,,16-20,2026-06-14T18:10:48.231Z,False,robustness_only,recent_median,23,0.348,False
주키니TV,naverchzzk,7aa263d03571644d9ecd17471b1a969e,https://chzzk.naver.com/live/7aa263d03571644d9ecd17471b1a969e,main_general_game,종합 게임,종합 게임,84,이환,16,,0,true,gg_primary,unknown,not_collected,640.5,14,2.0,1664.0,79,14,12.0,7,8.0,9.9,3.0,2.5,80,79,12,False,False,False,False,False,0.1772,0.0253,2.6,7.0,35,False,False,False,False,,10-15,2026-06-14T18:14:25.734Z,False,robustness_only,recent_median,23,0.348,False
도둑꾼,naverchzzk,50ba1b9bd1f23f988a258bfa4e306228,https://chzzk.naver.com/live/50ba1b9bd1f23f988a258bfa4e306228,main_general_game,테트리스,테트리스,52.1,림버스 컴퍼니,30.3,종합 게임,4.9,true,multi_game,unknown,not_collected,307.7,15,5.0,1585.0,178,26,15,10,8,20.2,6,5,121,121,13,False,False,True,False,False,0.0843,0.0281,5.15,3.0,12,False,False,False,False,,10-15,2026-06-14T18:15:24.620Z,False,robustness_only,recent_median,23,0.348,False
유히설,naverchzzk,260fd8766be90073abc799b7356700e2,https://chzzk.naver.com/live/260fd8766be90073abc799b7356700e2,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,271.6,15,5.0,1550.0,577,12,10.8,8.0,8,10.4,4.0,4,46,46,13,False,False,False,False,False,0.026,0.0087,5.71,3.0,18,False,False,False,False,,10-15,2026-06-14T18:15:58.522Z,False,robustness_only,recent_median,23,0.348,False
요나,naverchzzk,c61969606c0a253f4bd4580d0082b788,https://chzzk.naver.com/live/c61969606c0a253f4bd4580d0082b788,main_general_game,종합 게임,종합 게임,27.3,talk,20.9,미제사건은 끝내야 하니까,8.5,true,gg_primary,unknown,not_collected,140.5,29,9.0,1275.0,402,29,23.3,11,8,10.4,5,5,115,115,13,False,True,True,False,False,0.0721,0.0224,9.07,3.22,47,False,False,False,False,,21-30,2026-06-14T18:20:28.880Z,False,robustness_only,recent_median,23,0.348,False
algo,naverchzzk,d2cd4abae3b124197218c981ddd84cbb,https://chzzk.naver.com/live/d2cd4abae3b124197218c981ddd84cbb,main_general_game,아이온2,아이온2,69.7,리그 오브 레전드,17.7,오버워치,7.1,true,multi_game,unknown,not_collected,312.9,16,3.0,1052.0,142,21,14.0,8.0,8,12.0,4.0,4,142,142,13,False,False,False,False,False,0.1127,0.0211,3.36,5.33,88,False,False,True,True,,16-20,2026-06-14T18:26:23.581Z,False,robustness_only,recent_median,23,0.348,False
야파토,naverchzzk,1b676df08e0eb6526cdb2d7aa2bacb9a,https://chzzk.naver.com/live/1b676df08e0eb6526cdb2d7aa2bacb9a,main_general_game,포켓몬 챔피언스,포켓몬 챔피언스,60.3,종합 게임,34.5,talk,5.2,true,multi_game,unknown,not_collected,179.9,14,5.0,1033.0,362,24,20.0,12,8,12.6,6,5,99,99,13,False,True,True,False,False,0.0387,0.0138,5.74,2.8,27,False,False,False,False,,10-15,2026-06-14T18:27:06.763Z,False,robustness_only,recent_median,23,0.348,False
꼼지라쿠,naverchzzk,730d98a3ec886cd7da752292534cebb1,https://chzzk.naver.com/live/730d98a3ec886cd7da752292534cebb1,main_general_game,성세천하: 여제의 탄생 Ⅱ,성세천하: 여제의 탄생 Ⅱ,18.1,고전 게임,17.9,매지컬 프린세스,14.5,true,multi_game,unknown,not_collected,245.3,12,4.0,999.0,153,17,11.0,7.0,8,10.0,3.0,4,102,102,13,False,False,False,False,False,0.0784,0.0261,4.07,3.0,43,False,False,False,False,,10-15,2026-06-14T18:28:26.209Z,False,robustness_only,recent_median,23,0.348,False
헥사 아카이브,naverchzzk,07cef97ebf0ac40d5630f22dd655262c,https://chzzk.naver.com/live/07cef97ebf0ac40d5630f22dd655262c,main_general_game,리그 오브 레전드,리그 오브 레전드,44.7,해적왕 키우기,41.1,talk,8.5,true,multi_game,unknown,not_collected,246.5,12,3.0,914.0,184,10,9.0,5,8,10.0,2.0,4,90,89,13,False,False,False,False,False,0.0652,0.0163,3.71,4.0,36,False,False,False,False,,10-15,2026-06-14T18:31:55.537Z,False,robustness_only,recent_median,23,0.348,False
천재수달,naverchzzk,950686b818f516e8eaa33743bc295a85,https://chzzk.naver.com/live/950686b818f516e8eaa33743bc295a85,main_general_game,종합 게임,종합 게임,45.1,리그 오브 레전드,19.4,이터널 리턴,18.3,true,gg_primary,unknown,not_collected,180.7,16,4.0,891.0,184,21,17.0,8,8,14.8,4,4,37,37,13,False,False,False,False,False,0.087,0.0217,4.93,4.0,85,False,False,True,True,,16-20,2026-06-14T18:32:56.133Z,False,robustness_only,recent_median,23,0.348,False
밈 미,naverchzzk,08664d465126e0e7248dbafe7818dfd5,https://chzzk.naver.com/live/08664d465126e0e7248dbafe7818dfd5,main_general_game,종합 게임,종합 게임,15.8,더 클래스룸,9.1,talk,7.5,true,gg_primary,unknown,not_collected,167.8,11,4.0,827.0,97,52,13.0,7.0,8,11.0,4.0,5,100,100,13,False,False,False,False,False,0.1134,0.0412,4.93,2.75,37,False,False,False,False,,10-15,2026-06-14T18:36:18.410Z,False,robustness_only,recent_median,23,0.348,False
햄빛,naverchzzk,fe04b8166e781e88c1afb4679a758442,https://chzzk.naver.com/live/fe04b8166e781e88c1afb4679a758442,main_general_game,VR챗,VR챗,18.6,메이드 오브 스커,16,포르자 호라이즌 6,12.7,true,multi_game,unknown,not_collected,272.0,16,2.0,805.0,384,25,13.5,9.0,8,12.0,3.0,4,106,106,13,False,False,False,False,False,0.0417,0.0052,2.96,8.0,38,False,False,False,False,,16-20,2026-06-14T18:37:50.752Z,False,robustness_only,recent_median,23,0.348,False
루나은하,naverchzzk,bdf06bfc5f94837ee1ed418b775fb1b8,https://chzzk.naver.com/live/bdf06bfc5f94837ee1ed418b775fb1b8,main_general_game,리그 오브 레전드,리그 오브 레전드,29.9,PUBG: 배틀그라운드,24.6,메이플스토리 월드,18.6,true,multi_game,unknown,not_collected,123.1,13,6.0,778.0,353,22,13.8,9,8,10.0,5,4,145,145,13,False,False,False,False,False,0.0368,0.017,6.32,2.17,24,False,False,False,False,,10-15,2026-06-14T18:39:23.249Z,False,robustness_only,recent_median,23,0.348,False
서몽 ILLUSION LIVE,naverchzzk,82bb71d60ffa85b94ad3823e3c52fe69,https://chzzk.naver.com/live/82bb71d60ffa85b94ad3823e3c52fe69,main_general_game,아레나 브레이크아웃,아레나 브레이크아웃,45.9,종합 게임,21.3,마인크래프트,21.3,true,multi_game,unknown,not_collected,242.3,12,2.0,716.0,492,19,18.0,10.0,8,10.4,3.0,3,132,132,13,False,False,True,False,False,0.0244,0.0041,2.96,6.0,90,False,False,True,True,,10-15,2026-06-14T18:43:24.655Z,False,robustness_only,recent_median,23,0.348,False
키마리오,naverchzzk,9f3f4f749e287c8dff786aa686c31815,https://chzzk.naver.com/live/9f3f4f749e287c8dff786aa686c31815,main_general_game,연운,연운,46.7,윈드로즈,25.2,스타듀 밸리,21.9,true,multi_game,unknown,not_collected,114.8,16,6.0,707.0,573,23,18.6,9,8,11.2,6,5,115,115,13,False,False,False,False,False,0.0279,0.0105,6.16,2.67,13,False,False,False,False,,16-20,2026-06-14T18:44:16.513Z,False,robustness_only,recent_median,23,0.348,False
서랑그림,naverchzzk,9ca1d47ac69b758fce461bc1b0098d04,https://chzzk.naver.com/live/9ca1d47ac69b758fce461bc1b0098d04,main_general_game,젤다의 전설 티어스 오브 더 킹덤,젤다의 전설 티어스 오브 더 킹덤,33.1,요시와 신기한 도감,28.2,스플래툰 3,14.2,true,multi_game,unknown,not_collected,130.9,20,5.0,707.0,613,32,24.0,16,8,18.4,6,4,133,133,13,False,True,True,False,False,0.0326,0.0082,5.4,4.0,89,False,False,True,True,,16-20,2026-06-14T18:44:18.549Z,False,robustness_only,recent_median,23,0.348,False
김뿌찌,naverchzzk,b38df1827f4b7b6b3940bf37925fe916,https://chzzk.naver.com/live/b38df1827f4b7b6b3940bf37925fe916,main_general_game,오버워치,오버워치,57,Once Human,36,몬스터 헌터 월드: 아이스본,4.1,true,multi_game,unknown,not_collected,133.4,15,5.0,694.0,200,17,12.0,7.0,8,11.8,4.0,4,118,118,13,False,False,False,False,False,0.075,0.025,5.2,3.0,8,False,False,False,False,,10-15,2026-06-14T18:45:35.509Z,False,robustness_only,recent_median,23,0.348,False
유람 Yuram,naverchzzk,b955e2a87eb767345d2edc921061c784,https://chzzk.naver.com/live/b955e2a87eb767345d2edc921061c784,main_general_game,종합 게임,종합 게임,75.1,스타더스트: 별과 마녀,12.7,폴아웃 4,12.2,true,gg_primary,unknown,not_collected,1890.7,18,5.0,9749.0,250,17,14.7,10.0,7,11.4,5.0,4,114,114,13,False,False,True,False,False,0.072,0.02,5.16,3.6,45,False,False,False,False,,16-20,2026-06-14T17:56:06.919Z,False,robustness_only,recent_median,23,0.304,False
유토링,naverchzzk,c059a9caca586a9dcdd2c738ba237618,https://chzzk.naver.com/live/c059a9caca586a9dcdd2c738ba237618,main_general_game,종합 게임,종합 게임,80.3,패스 오브 엑자일 2,14.8,PUBG: 배틀그라운드,4.8,true,gg_primary,unknown,not_collected,2311.5,12,3.0,7831.0,230,22,17.0,9,7,10.8,3,3,131,131,13,False,False,False,False,False,0.0522,0.013,3.39,4.0,137,False,False,True,True,,10-15,2026-06-14T17:56:44.043Z,False,robustness_only,recent_median,23,0.304,False
므담,naverchzzk,68efb421978ddd0e34d8f2a09b70f48f,https://chzzk.naver.com/live/68efb421978ddd0e34d8f2a09b70f48f,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,1901.8,14,3.0,6453.0,399,14,12,8,7,12.8,3,3,61,61,13,False,False,False,False,False,0.0351,0.0075,3.39,4.67,107,False,False,True,True,,10-15,2026-06-14T17:57:19.614Z,False,robustness_only,recent_median,23,0.304,False
송하나SONGHANA,naverchzzk,0c9cfe6471e1c3e848630bab7a041757,https://chzzk.naver.com/live/0c9cfe6471e1c3e848630bab7a041757,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,1122.7,20,4.0,5475.0,64,20,10.0,8.0,7,8.0,5.0,5,104,104,13,False,False,False,False,False,0.3125,0.0625,4.88,5.0,17,False,False,False,False,,16-20,2026-06-14T17:57:55.219Z,False,robustness_only,recent_median,23,0.304,False
아로AURO,naverchzzk,dd8664f9fdc4c2d8938761e738681199,https://chzzk.naver.com/live/dd8664f9fdc4c2d8938761e738681199,main_general_game,용과 같이 극2,용과 같이 극2,24.9,종합 게임,17.1,리그 오브 레전드,13.9,true,multi_game,unknown,not_collected,1334.4,18,3.0,4793.0,122,10,9.0,6.0,7,9.0,3.0,3,132,132,13,False,False,False,False,False,0.1475,0.0246,3.59,6.0,22,False,False,False,False,,16-20,2026-06-14T17:58:46.997Z,False,robustness_only,recent_median,23,0.304,False
오토노 소리,naverchzzk,73b34c1d968f42bfd429eba0d1cff0b3,https://chzzk.naver.com/live/73b34c1d968f42bfd429eba0d1cff0b3,main_general_game,패스 오브 엑자일 2,패스 오브 엑자일 2,49,종합 게임,23.7,왕좌의 게임: 킹스로드,13.5,true,multi_game,unknown,not_collected,1273.2,13,3.0,4139.0,459,18,11.0,6.0,7,9.0,3.0,3,132,132,13,False,False,False,False,False,0.0283,0.0065,3.25,4.33,15,False,False,False,False,,10-15,2026-06-14T17:59:55.324Z,False,robustness_only,recent_median,23,0.304,False
흑현,naverchzzk,0e2d276771046a2b67050fb479320a27,https://chzzk.naver.com/live/0e2d276771046a2b67050fb479320a27,main_general_game,종합 게임,종합 게임,91.6,젤다의 전설 브레스 오브 더 와일드,4.2,리틀 나이트메어 3,2.3,true,gg_primary,unknown,not_collected,939.6,18,3.0,3711.0,191,26,14,9,7,12.0,4,5,121,121,13,False,False,False,False,False,0.0942,0.0157,3.95,6.0,53,False,False,False,True,,16-20,2026-06-14T18:00:19.522Z,False,robustness_only,recent_median,23,0.304,False
삐얌,naverchzzk,9c0820288c20a1d408ece175cae62c37,https://chzzk.naver.com/live/9c0820288c20a1d408ece175cae62c37,main_general_game,종합 게임,종합 게임,62,이환,17,리틀 나이트메어 3,6.4,true,gg_primary,unknown,not_collected,454.5,28,5.0,2650.0,440,28,13.4,8,7,9.8,4,4,97,97,13,False,False,False,False,False,0.0636,0.0114,5.83,5.6,21,False,False,False,False,,21-30,2026-06-14T18:04:29.911Z,False,robustness_only,recent_median,23,0.304,False
비화 Bihwa,naverchzzk,5a377e6408e25dbdd46b242e1a67d05b,https://chzzk.naver.com/live/5a377e6408e25dbdd46b242e1a67d05b,main_general_game,종합 게임,종합 게임,40.7,명조:워더링 웨이브,33.3,젠레스 존 제로,14.2,true,gg_primary,unknown,not_collected,486.5,43,5.0,2546.0,262,17,12.2,9,7,10.0,4,4,77,77,13,False,False,False,False,False,0.1641,0.0191,5.23,8.6,60,False,False,False,True,,41-50,2026-06-14T18:05:02.298Z,False,robustness_only,recent_median,23,0.304,False
너프I,naverchzzk,f8e92473cbd037afe883e8be6a9ee966,https://chzzk.naver.com/live/f8e92473cbd037afe883e8be6a9ee966,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,725.5,10,2.0,2003.0,43,10,8.4,6,7,8.4,3,3,73,73,13,False,False,False,False,False,0.2326,0.0465,2.76,5.0,22,False,False,False,False,,10-15,2026-06-14T18:09:25.278Z,False,robustness_only,recent_median,23,0.304,False
하 베,naverchzzk,fa001ef1a226a1bff047eae3ed35abe2,https://chzzk.naver.com/live/fa001ef1a226a1bff047eae3ed35abe2,main_general_game,명조:워더링 웨이브,명조:워더링 웨이브,43.6,종합 게임,38,명일방주: 엔드필드,11.9,true,multi_game,unknown,not_collected,332.1,12,5.0,1831.0,35,15,13.0,10.0,7,8.4,6.0,5,100,100,13,False,False,True,False,False,0.3429,0.1429,5.51,2.4,25,False,False,False,False,,10-15,2026-06-14T18:12:22.218Z,False,robustness_only,recent_median,23,0.304,False
김삵,naverchzzk,2840bad4e73e257aea1caf8580ae6c82,https://chzzk.naver.com/live/2840bad4e73e257aea1caf8580ae6c82,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,415.8,13,4.0,1743.0,45,17,10.8,7,7,9.4,4,4,65,65,13,False,False,False,False,False,0.2889,0.0889,4.19,3.25,19,False,False,False,False,,10-15,2026-06-14T18:13:40.248Z,False,robustness_only,recent_median,23,0.304,False
병섭이,naverchzzk,dda688c4743fe41322da1b7afa3976be,https://chzzk.naver.com/live/dda688c4743fe41322da1b7afa3976be,main_general_game,종합 게임,종합 게임,56.8,메트로이드 프라임 4 비욘드,11.1,니트로 젠 오메가,10.2,true,gg_primary,unknown,not_collected,389.8,17,4.0,1685.0,166,25,17.7,10.0,7,10.4,4.5,4,128,128,13,False,False,True,False,False,0.1024,0.0241,4.32,4.25,57,False,False,False,True,,16-20,2026-06-14T18:14:09.337Z,False,robustness_only,recent_median,23,0.304,False
유이솜,naverchzzk,08825d1bc4c9035d8521826b1462b774,https://chzzk.naver.com/live/08825d1bc4c9035d8521826b1462b774,main_general_game,종합 게임,종합 게임,25.5,왕좌의 게임: 킹스로드,9.8,롬스테드,9.8,true,gg_primary,unknown,not_collected,589.1,13,2.0,1551.0,123,17,13.0,7.0,7,8.4,3.0,4,130,130,13,False,False,False,False,False,0.1057,0.0163,2.63,6.5,57,False,False,False,True,,10-15,2026-06-14T18:15:55.513Z,False,robustness_only,recent_median,23,0.304,False
드로즈,naverchzzk,7b47af1f6825391a610f768c43376cb1,https://chzzk.naver.com/live/7b47af1f6825391a610f768c43376cb1,main_general_game,쥬라기 월드 에볼루션 3,쥬라기 월드 에볼루션 3,20.2,종합 게임,16.3,talk,12.8,true,multi_game,unknown,not_collected,578.1,11,2.0,1520.0,195,16,11.0,7,7,8.8,2,3,139,139,13,False,False,False,False,False,0.0564,0.0103,2.63,5.5,58,False,False,False,True,,10-15,2026-06-14T18:16:35.376Z,False,robustness_only,recent_median,23,0.304,False
배드마우스,naverchzzk,55f9d87ba8d92679e0caa0cb538413f2,https://chzzk.naver.com/live/55f9d87ba8d92679e0caa0cb538413f2,main_general_game,마인크래프트,마인크래프트,53.1,종합 게임,16.4,서브노티카 2,11.1,true,multi_game,unknown,not_collected,341.2,12,4.0,1413.0,447,24,12.0,7,7,11.4,4,4,125,125,13,False,False,False,False,False,0.0268,0.0089,4.14,3.0,14,False,False,False,False,,10-15,2026-06-14T18:18:26.658Z,False,robustness_only,recent_median,23,0.304,False
속도의신,naverchzzk,bb08cb468fca542c6c6e084f532388d8,https://chzzk.naver.com/live/bb08cb468fca542c6c6e084f532388d8,main_general_game,종합 게임,종합 게임,60.9,고전 게임,12.7,서브노티카 2,12.7,true,gg_primary,unknown,not_collected,377.1,30,3.0,1167.0,479,43,27.4,10.0,7,12.0,3.0,3,114,114,13,False,True,True,False,False,0.0626,0.0063,3.09,10.0,47,False,False,False,False,,21-30,2026-06-14T18:23:09.431Z,False,robustness_only,recent_median,23,0.304,False
시라이 쿄카,naverchzzk,e51a3fd11b3ede1138c27538925fb9ce,https://chzzk.naver.com/live/e51a3fd11b3ede1138c27538925fb9ce,main_general_game,종합 게임,종합 게임,24.4,마인크래프트,23.7,테트리스,18.8,true,gg_primary,unknown,not_collected,268.5,14,4.0,1145.0,569,28,17.0,11,7,12.0,3,4,137,137,13,False,False,True,False,False,0.0246,0.007,4.26,3.5,156,False,False,True,True,,10-15,2026-06-14T18:23:36.504Z,False,robustness_only,recent_median,23,0.304,False
김동팡,naverchzzk,5ae83bcf71af14d25c9df43dd9e3c6d8,https://chzzk.naver.com/live/5ae83bcf71af14d25c9df43dd9e3c6d8,main_general_game,종합 게임,종합 게임,32.8,talk,28.2,명조:워더링 웨이브,16.7,true,gg_primary,unknown,not_collected,186.4,14,6.0,1119.0,449,19,14.0,9.0,7,9.8,5.0,5,122,122,13,False,False,False,False,False,0.0312,0.0134,6.0,2.33,9,False,False,False,False,,10-15,2026-06-14T18:24:19.195Z,False,robustness_only,recent_median,23,0.304,False
곰도우미,naverchzzk,40a5041df66d6e4861cfc8a3bc6d5424,https://chzzk.naver.com/live/40a5041df66d6e4861cfc8a3bc6d5424,main_general_game,마비노기 모바일,마비노기 모바일,25.5,종합 게임,19.8,로들너트,16,true,multi_game,unknown,not_collected,319.9,10,3.0,1054.0,251,21,9.0,7,7,8.0,3,3,114,113,13,False,False,False,False,False,0.0398,0.012,3.29,3.33,33,False,False,False,False,,10-15,2026-06-14T18:26:03.174Z,False,robustness_only,recent_median,23,0.304,False
루나냥,naverchzzk,c23e06adbafd1d80f061b74d100c1ad7,https://chzzk.naver.com/live/c23e06adbafd1d80f061b74d100c1ad7,main_general_game,패스 오브 엑자일 2,패스 오브 엑자일 2,48.3,토치라이트: 인피니트,15.4,발로란트,11.2,true,multi_game,unknown,not_collected,127.4,29,7.0,978.0,534,215,28.7,9,7,9.4,2,2.0,127,127,13,True,True,False,False,False,0.0543,0.0131,7.68,4.14,167,False,False,True,True,,21-30,2026-06-14T18:29:20.425Z,False,robustness_only,recent_median,23,0.304,False
쭉쭉이0,naverchzzk,b69d419cd22ae14a5c3cc7ee568ec908,https://chzzk.naver.com/live/b69d419cd22ae14a5c3cc7ee568ec908,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,290.6,14,3.0,970.0,212,14,11.8,6,7,12.8,2,3,103,103,13,False,False,False,False,False,0.066,0.0142,3.34,4.67,25,False,False,False,False,,10-15,2026-06-14T18:30:02.786Z,False,robustness_only,recent_median,23,0.304,False
카엘라일리,naverchzzk,d1761b1925e28cb199b2fe70629c3ac8,https://chzzk.naver.com/live/d1761b1925e28cb199b2fe70629c3ac8,main_general_game,종합 게임,종합 게임,35.2,talk,32.8,드라마티컬 머더,32,true,gg_primary,unknown,not_collected,234.2,10,4.0,953.0,289,18,11.0,7,7,9.4,4,4,127,127,13,False,False,False,False,False,0.0346,0.0138,4.07,2.5,19,False,False,False,False,,10-15,2026-06-14T18:30:33.741Z,False,robustness_only,recent_median,23,0.304,False
이로은,naverchzzk,ddbf6d23f5910d3d15938cf9516f6dee,https://chzzk.naver.com/live/ddbf6d23f5910d3d15938cf9516f6dee,main_general_game,포켓몬 챔피언스,포켓몬 챔피언스,68.5,포켓몬 카드 게임 Pocket,26.9,talk,4.6,true,multi_game,unknown,not_collected,338.3,10,2.0,896.0,164,21,9.0,6.0,7,8.4,3,3,104,104,13,False,False,False,False,False,0.061,0.0122,2.65,5.0,15,False,False,False,False,,10-15,2026-06-14T18:32:39.711Z,False,robustness_only,recent_median,23,0.304,False
한지유,naverchzzk,6ccb72c4623e7d96695b79e6441376de,https://chzzk.naver.com/live/6ccb72c4623e7d96695b79e6441376de,main_general_game,종합 게임,종합 게임,43.3,발로란트,23.3,PUBG: 배틀그라운드,13.1,true,gg_primary,unknown,not_collected,212.7,11,3.0,796.0,751,14,12.0,7,7,10.0,3,3,97,97,13,False,False,False,False,False,0.0146,0.004,3.74,3.67,51,False,False,False,True,,10-15,2026-06-14T18:38:26.351Z,False,robustness_only,recent_median,23,0.304,False
주절맨,naverchzzk,cea1c1e4b83b4852b37cd1d413421321,https://chzzk.naver.com/live/cea1c1e4b83b4852b37cd1d413421321,main_general_game,종합 게임,종합 게임,85.5,성세천하: 여제의 탄생 Ⅱ,14.5,,0,true,gg_primary,unknown,not_collected,157.8,10,4.0,772.0,25,10,10.0,7.0,7,10.0,5.0,5,50,50,13,False,False,False,False,False,0.4,0.16,4.89,2.5,5,False,False,False,False,,10-15,2026-06-14T18:39:43.811Z,False,robustness_only,recent_median,23,0.304,False
미스터리박스,naverchzzk,24ff83ceabd555220b6d8b9ddc9de15f,https://chzzk.naver.com/live/24ff83ceabd555220b6d8b9ddc9de15f,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,1936.0,10,4.0,8798.0,59,9,8.0,6.0,6,7.0,4.0,4,112,112,13,False,False,False,False,False,0.1695,0.0678,4.54,2.5,24,False,False,False,False,,10-15,2026-06-14T17:56:22.717Z,False,robustness_only,recent_median,23,0.261,False
샘승아,naverchzzk,a12bf9267f7f2c44097e408163057088,https://chzzk.naver.com/live/a12bf9267f7f2c44097e408163057088,main_general_game,종합 게임,종합 게임,65.2,운동/건강,34.8,,0,true,gg_primary,unknown,not_collected,733.7,17,4.0,3415.0,258,17,14.0,7.0,6,8.0,3,3,82,82,13,False,False,False,False,False,0.0659,0.0155,4.65,4.25,45,False,False,False,False,,16-20,2026-06-14T18:01:06.198Z,False,robustness_only,recent_median,23,0.261,False
류은유,naverchzzk,32ed1eff8d7ad6bfdd5bd92fd7aa7e95,https://chzzk.naver.com/live/32ed1eff8d7ad6bfdd5bd92fd7aa7e95,main_general_game,종합 게임,종합 게임,66.5,이환,20.7,VR챗,6.7,true,gg_primary,unknown,not_collected,830.8,17,4.0,3363.0,401,13,12.0,9.0,6,9.2,3.5,3,118,118,13,False,False,False,False,False,0.0424,0.01,4.05,4.25,50,False,False,False,True,,16-20,2026-06-14T18:01:18.546Z,False,robustness_only,recent_median,23,0.261,False
망시,naverchzzk,3d8eaab17286d6bceb4c750497fd1305,https://chzzk.naver.com/live/3d8eaab17286d6bceb4c750497fd1305,main_general_game,종합 게임,종합 게임,79.4,파이널 판타지 7 리버스,20.6,명조:워더링 웨이브,0,true,gg_primary,unknown,not_collected,1319.8,12,2.0,2953.0,58,10,8.0,5.0,6,7.0,2.0,2.0,102,102,13,False,False,False,False,False,0.2069,0.0345,2.24,6.0,40,False,False,False,False,,10-15,2026-06-14T18:02:50.954Z,False,robustness_only,recent_median,23,0.261,False
쏘입니다,naverchzzk,2e6c9bc6ed50d50397938d6df56f88a6,https://chzzk.naver.com/live/2e6c9bc6ed50d50397938d6df56f88a6,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,570.7,22,4.0,2811.0,97,8,8.0,6,6,8.0,2,2,7,7,7,False,False,False,False,False,0.2268,0.0412,4.93,5.5,24,False,True,False,False,,21-30,2026-06-14T18:03:27.064Z,False,robustness_only,recent_median,23,0.261,False
조말리,naverchzzk,07c9d7b11722208b5c6350f04e70d9e2,https://chzzk.naver.com/live/07c9d7b11722208b5c6350f04e70d9e2,main_general_game,종합 게임,종합 게임,58,007 퍼스트 라이트,14.1,서브노티카 2,7.8,true,gg_primary,unknown,not_collected,775.3,10,3.0,2795.0,160,12,11.0,7,6,8.0,3,3,131,131,13,False,False,False,False,False,0.0625,0.0187,3.61,3.33,36,False,False,False,False,,10-15,2026-06-14T18:03:34.902Z,False,robustness_only,recent_median,23,0.261,False
